1.049084293718627758e-06,2.315712358047367636e-01,2.622292119819976119e-01,1.977206169806970948e-01,4.120372530968899891e-04,6.560709456962362518e-01,4.654671702381328324e-01,6.910740083990422056e-01,2.820164340889392274e-01,4.163682858546384202e-01,7.682818932361761000e-02,5.833446397329234487e-07,2.098097147246406197e-03,4.370999354495404309e-05,-6.114928189237041779e-04,5.851867372121265405e-04,2.285804088766234168e-03,-2.159772348184850217e-03,-1.153040907724181552e-03,-2.570186646584296866e-03,1.283412538632198356e-03,-1.489153164405967143e-03,5.207855372031598403e-04,1.166649843217921773e-03
4.118193738098451656e-02,2.322615611362328081e-01,2.502953698231484281e-01,2.091906187884471913e-01,4.543190793991992021e-02,6.134933574494811914e-01,4.427649600811359720e-01,6.405150407961265335e-01,3.069792979163088464e-01,3.872412976010688457e-01,8.727850762163009979e-02,2.312591151558544139e-02,3.980190308817443956e-01,5.077918538782412623e-03,-1.146149230103610805e-01,1.107099778630390025e-01,4.365987018533646902e-01,-4.133005786249550617e-01,-2.201708548637920648e-01,-4.897692291627533945e-01,2.389100347325513463e-01,-2.804649373860654826e-01,1.032647987733828626e-01,2.257400604050620596e-01
1.506338648167729610e-01,2.325652539975968380e-01,2.195190710557485825e-01,2.395398656369587820e-01,1.665204908358060287e-01,4.985772585726407913e-01,3.814615590402223311e-01,5.049284070358898147e-01,3.704515630904211543e-01,3.110948623987714878e-01,1.175021500562212495e-01,8.696542151302036339e-02,6.672873730770314538e-01,-4.466276650791141389e-03,-1.819983364006188264e-01,1.845213334346193779e-01,7.442817676544335459e-01,-7.081337696278252603e-01,-3.794459644936424847e-01,-8.326595714842235374e-01,3.707617034121484245e-01,-4.571789751860830808e-01,1.963531944569684440e-01,4.006775218079845491e-01
2.947419543442140744e-01,2.300828879444483666e-01,1.828735642134729777e-01,2.793090789396588391e-01,3.288379202120232381e-01,3.435880150784237363e-01,2.969027983546780880e-01,3.228378919685131465e-01,4.434230835562594786e-01,2.153779359832771745e-01,1.643101424928006538e-01,1.774744949623020263e-01,7.383961731551875740e-01,-1.941257281808836388e-02,-1.695657062178438923e-01,2.036088299828400228e-01,8.393646945524593228e-01,-8.045325523643642729e-01,-4.508578962963362136e-01,-9.471838242905544769e-01,3.267760198377098191e-01,-4.706768129596529127e-01,2.667795503347121233e-01,4.873040970839319641e-01
4.323198616734313937e-01,2.259670400556622050e-01,1.575601363210718253e-01,3.173440688422025091e-01,4.863458817679878754e-01,1.918770826653486694e-01,2.070227742439042784e-01,1.420319628805470635e-01,4.887716760654897130e-01,1.340690388385200882e-01,2.218826029073750206e-01,2.745676417885313247e-01,6.060733516753673555e-01,-1.718285875682178110e-02,-7.033465046547937582e-02,1.684246760445321789e-01,6.976554940988298759e-01,-6.762759077769939786e-01,-4.339868931886223802e-01,-8.239316792284220314e-01,9.944991802041634743e-02,-3.171864430740674590e-01,3.024655785120745066e-01,4.648294141391884349e-01
5.267699212007135312e-01,2.253781214283826773e-01,1.587223797100610900e-01,3.438300795742610938e-01,5.946315257696420664e-01,8.562392169114045604e-02,1.283797237492107224e-01,5.728615057139769748e-03,4.752365297703771696e-01,9.649673107169588759e-02,2.826707466904301858e-01,3.562914723370180781e-01,3.188642626648124923e-01,1.697471721437123632e-02,8.767627712662549866e-02,9.065477562621944430e-02,3.585103513246276075e-01,-3.618484260784214368e-01,-3.411718779052390627e-01,-5.149653726491612016e-01,-2.454848085065152175e-01,-4.493933931439109825e-02,2.990535408464337630e-01,3.366758996506367119e-01
5.551984587931658721e-01,2.347929321916908119e-01,1.929399860913449394e-01,3.519277528565562529e-01,6.225201411977823174e-01,5.292901165573546396e-02,7.433624737445361508e-02,-5.776306121664909893e-02,3.906289297131280147e-01,1.184705643781260309e-01,3.392398232254331680e-01,4.045389817893068063e-01,-3.790071986952505551e-02,8.118476340376541700e-02,2.504138018910631591e-01,-1.217838009737908650e-02,-8.823410689835546605e-02,3.810520817422025780e-02,-1.917837948322106689e-01,-1.135990418647152556e-01,-5.895134160725483685e-01,2.625727006755557702e-01,2.618290081008676218e-01,1.391039773892622788e-01
5.136675837273358969e-01,2.588137503738613954e-01,2.556611017052252133e-01,3.387133659562175381e-01,5.599476796975213500e-01,9.732297652936937327e-02,5.371862473717416847e-02,-4.090149302765956618e-02,2.477321289214969857e-01,1.974963760499618970e-01,3.859004040008506831e-01,4.116872693787192450e-01,-3.641928508788979668e-01,1.595841294844694280e-01,3.655225576241903362e-01,-1.185682849564785729e-01,-5.258846527428878703e-01,3.855177746888621693e-01,-1.175015019726566474e-02,2.703195827507622884e-01,-8.103839865064729198e-01,5.100624901889512230e-01,2.019949080101948735e-01,-6.222151746542557010e-02
4.175147919170036359e-01,2.980761097550024830e-01,3.338829494447881907e-01,3.059252886690433382e-01,4.204916103590569110e-01,1.954436132953832339e-01,6.961588484810687927e-02,4.254945700765280781e-02,8.026364115960460399e-02,3.129740693644688099e-01,4.192365372877949192e-01,3.837858149421685128e-01,-5.717397681744442739e-01,2.297476801812139702e-01,4.023274906726564404e-01,-2.034818341012340215e-01,-8.395224519889208370e-01,5.599119559940082258e-01,1.679250517744216298e-01,5.382073871235667495e-01,-8.263475247165753546e-01,6.158414734552857261e-01,1.298188985382922878e-01,-2.026883587582674062e-01
2.965133384089348456e-01,3.487386558376141532e-01,4.107932871339223246e-01,2.605409681725439075e-01,2.382842790963737301e-01,3.060361151337727126e-01,1.186900592524249565e-01,1.623853551015705665e-01,-6.759624828171115207e-02,4.312017105889452973e-01,4.371901631096508090e-01,3.369820844960310646e-01,-6.077466745203102816e-01,2.704815280928056231e-01,3.526781828692704956e-01,-2.402250529210873120e-01,-9.424719801368881544e-01,5.081529310149769385e-01,3.146993170585399846e-01,6.278601488885356963e-01,-6.161774617285571409e-01,5.337958073561299699e-01,4.769834773637297853e-02,-2.487450937097853421e-01
1.861966986285781556e-01,4.033007004951736918e-01,4.698528806852521611e-01,2.144383671777830291e-01,6.015770345349391590e-02,3.851994425406199407e-01,1.913521755740488217e-01,2.810521435019834313e-01,-1.538706709882868284e-01,5.142479966474134967e-01,4.372420559614838553e-01,2.905902743725306547e-01,-4.686574680580325447e-01,2.669051031534226404e-01,2.269957507715054945e-01,-2.086502804759295115e-01,-7.977583775198240357e-01,2.558603383783188412e-01,3.996145691247949827e-01,5.296829993537462977e-01,-2.227290550028232508e-01,2.701328642301926708e-01,-5.036907844427759851e-02,-2.010273655110907387e-01
1.176805309445633774e-01,4.520553084323066795e-01,4.982795536291343974e-01,1.815532650551908156e-01,-6.631279616365746976e-02,4.008483022090754688e-01,2.731683883029128457e-01,3.646908443349713425e-01,-1.509050573728182576e-01,5.315797918908581332e-01,4.159585567632285708e-01,2.611630800243096573e-01,-2.014036030673174993e-01,2.118490976331788844e-01,5.200366505077062829e-02,-1.110838300874252838e-01,-4.381069021265204255e-01,-1.082372027504405615e-01,4.046083955521569964e-01,2.893312073008601493e-01,2.564481582226744716e-01,-1.068667287904865038e-01,-1.635966281142416934e-01,-8.494562882320629005e-02
1.084370731483179362e-01,4.846395163399344619e-01,4.899343818607627132e-01,1.723007795233904849e-01,-1.080179253012923807e-01,3.427394495715092582e-01,3.479089923126940653e-01,3.930777901516409045e-01,-5.410300596864044131e-02,4.718071619025792640e-01,3.726420458184291351e-01,2.583935086907499512e-01,1.073327236276793023e-01,1.060677787438923242e-01,-1.336650358552885498e-01,2.061277086339687731e-02,2.616230154354923926e-02,-4.597577161461596784e-01,3.310228312620349667e-01,-6.241188482130805709e-03,6.935661518250307855e-01,-4.791475600579477856e-01,-2.635525600792833489e-01,5.759950275522769669e-02
1.565054982454980037e-01,4.917814281329389581e-01,4.469479211589958423e-01,1.892950052607562939e-01,-5.886034444867477983e-02,2.262031622454482305e-01,4.018744676262992477e-01,3.651946637867097278e-01,1.154397870906107709e-01,3.483955262912910578e-01,3.143428984295262851e-01,2.826397542306759991e-01,3.550968378603244213e-01,-3.985011371511791578e-02,-2.874615873729210458e-01,1.454186977682247195e-01,4.466444756812012473e-01,-6.735266014570320259e-01,2.022633081664371724e-01,-2.575354084419408385e-01,9.656867009523250056e-01,-7.259939980908088897e-01,-3.075187633978112567e-01,1.767764520471222234e-01
2.407752243976718776e-01,4.674580334242977031e-01,3.796150206938538330e-01,2.282806948097860222e-01,6.002667396075766354e-02,8.864177228795576402e-02,4.275313352651106125e-01,2.983836418495751652e-01,3.154660062163525125e-01,1.947650096241901330e-01,2.544256726547979852e-01,3.243906828657285302e-01,4.590831783099733054e-01,-2.041067262411200844e-01,-3.716264366597841207e-01,2.379485005400550357e-01,7.104605753473995922e-01,-6.597018891983889022e-01,5.410347855443074089e-02,-3.855177377812354367e-01,9.891946842669525619e-01,-7.746279781286412591e-01,-2.809887983943589740e-01,2.257791493847209063e-01
